FilePath,Severity,Control name,Failed resources,All Resources,Compliance score
project-yamls\YAMLfiles\repos\istio\samples\websockets\app.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\jaeger-operator\config\default\manager_auth_proxy_patch.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\jaeger-operator\config\default\manager_config_patch.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\jaeger-operator\config\default\manager_webhook_patch.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\jaeger-operator\config\manager\manager.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kadalu\extras\sample-app\sample-app.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kadalu\extras\tie-breaker\tie-breaker.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kadalu\manifests\csi-nodeplugin-microk8s.yaml,High,C-0057 - Privileged container,1,1,0.0
project-yamls\YAMLfiles\repos\kadalu\manifests\csi-nodeplugin-openshift.yaml,High,C-0057 - Privileged container,1,1,0.0
project-yamls\YAMLfiles\repos\kadalu\manifests\csi-nodeplugin-rke.yaml,High,C-0057 - Privileged container,1,1,0.0
project-yamls\YAMLfiles\repos\kadalu\manifests\csi-nodeplugin.yaml,High,C-0057 - Privileged container,1,1,0.0
project-yamls\YAMLfiles\repos\kadalu\manifests\kadalu-operator-microk8s.yaml,High,C-0057 - Privileged container,1,1,0.0
project-yamls\YAMLfiles\repos\kadalu\manifests\kadalu-operator-openshift.yaml,High,C-0057 - Privileged container,1,1,0.0
project-yamls\YAMLfiles\repos\kadalu\manifests\kadalu-operator-rke.yaml,High,C-0057 - Privileged container,1,1,0.0
project-yamls\YAMLfiles\repos\kadalu\manifests\kadalu-operator.yaml,High,C-0057 - Privileged container,1,1,0.0
project-yamls\YAMLfiles\repos\kanister\bundle.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubeeye\config\default\manager_auth_proxy_patch.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubeeye\config\default\manager_config_patch.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubeeye\config\manager\manager.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubeeye\deploy\kubeeye.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubeeye\pkg\expend\deploymentfiles\kubebench.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubeeye\pkg\expend\deploymentfiles\kubehunter.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubeeye\pkg\expend\deploymentfiles\kubescape.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubeeye\pkg\expend\deploymentfiles\npd-resources.yaml,High,C-0057 - Privileged container,1,1,0.0
project-yamls\YAMLfiles\repos\kubeeye\plugins\kubebench\deploy\kubebench.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubeeye\plugins\kubehunter\deploy\kubehunter.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubeeye\plugins\kubescapeplugin\deploy\kubescape.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kuberay\apiserver\deploy\base\insecure\apiserver.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kuberay\apiserver\deploy\base\secure\apiserver.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kuberay\ray-operator\config\default-with-webhooks\manager_webhook_patch.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kuberay\ray-operator\config\manager\manager.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kuberay\ray-operator\config\samples\ray-cluster.external-redis-uri.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kuberay\ray-operator\config\samples\ray-cluster.external-redis.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kuberay\ray-operator\config\samples\ray-pod.tls.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kuberay\ray-operator\config\samples\ray-service.high-availability.yaml,High,C-0057 - Privileged container,0,2,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\base\kong-ingress-dbless.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\components\konnect\manager.yaml,High,C-0057 - Privileged container,0,2,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\components\manager_dev_webhook\manager_webhook_listen_patch.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\default\manager_auth_proxy_patch.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\default\manager_config_patch.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\dev\manager_dev.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\manager\manager.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\enterprise-postgres\kong-enterprise-job.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\enterprise-postgres\kong-enterprise.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\enterprise\kong-enterprise.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\konnect\base\manager.yaml,High,C-0057 - Privileged container,0,2,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\konnect\debug\manager_debug.yaml,High,C-0057 - Privileged container,0,2,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\multi-gw-postgres\base\gateway_deployment.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\multi-gw-postgres\base\manager_multi_gateway_patch.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\multi-gw\base\gateway_deployment.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\multi-gw\base\manager_multi_gateway_patch.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\multi-gw\debug\manager_debug.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\multi-gw\dev\manager.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\postgres\kong-ingress-postgres.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\postgres\migration.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\postgres\postgres.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\postgres\wait\kong-ingress-postgres.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kubeshark\manifests\complete.yaml,High,C-0057 - Privileged container,1,3,66.67
project-yamls\YAMLfiles\repos\kuma\pkg\plugins\resources\k8s\native\config\default\manager_auth_proxy_patch.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kuma\pkg\plugins\resources\k8s\native\config\default\manager_image_patch.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kuma\pkg\plugins\resources\k8s\native\config\default\manager_prometheus_metrics_patch.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kuma\pkg\plugins\resources\k8s\native\config\default\manager_webhook_patch.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\kuma\pkg\plugins\resources\k8s\native\config\manager\manager.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\dex-server\dex-deployment.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\cluster\1c_argo_deployment.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\cluster\2c_litmus_deployment.yaml,High,C-0057 - Privileged container,0,2,100.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\cluster\3b_agents_deployment.yaml,High,C-0057 - Privileged container,0,2,100.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\namespace\1b_argo_deployment.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\namespace\2b_litmus_deployment.yaml,High,C-0057 - Privileged container,0,2,100.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\namespace\3b_agents_deployment.yaml,High,C-0057 - Privileged container,0,2,100.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\manifests\litmus-cluster-scope.yaml,High,C-0057 - Privileged container,0,3,100.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\manifests\litmus-namespaced-scope.yaml,High,C-0057 - Privileged container,0,3,100.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\manifests\litmus-without-resources.yaml,High,C-0057 - Privileged container,0,3,100.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\upgrade-agents\control-plane\upgrade-agent.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\litmus\demo\kubecon-demo\2020-NA\App\nginx_demo.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\litmus-metrics\chaos-exporter.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\monitoring\05-prometheus-deployment.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\monitoring\07-grafana-deployment.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\carts-db.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\carts.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\catalogue-db.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\catalogue.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\front-end.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\orders-db.yaml,High,C-0057 - Privileged container,0,1,100.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\orders.yaml,High,C-0057 - Privileged container,0,1,100.0
